question,document_identifier
"Company just acquired a Dell PowerEdge 730.I notice on Riser 3, there is only 1 expansion slot available (PCI Slot 6). Although there is a Slot 7 listed on the rear of the chassis, and a bracket in place for a card, there is no actual slot.Is there another riser card I can purchase so I can get use of both PCI Slots 6 and 7?Is there a reason why this riser omits the slot to accomodate the #7 slot?thanks,vin",doc_74
"Configuration Before: 1 x Xeon 5540 CPU with 24GB RAMConfiguration Now: 2 x Xeon 5540 CPU with 48GB RAM- After installing a CPU in Socket #2 and RAM to match CPU 1 and the RAM, upon boot I get the error on the front LCD E1410 Fatal System Error.- I have moved the new CPU2 into the CPU1 socket then removed the CPU 2 RAM and it boots with no issues.- I then took RAM from CPU1 banks out and left it with only 2 sticks in slots 1 and 2, it booted with no issues.- I then took and put the old CPU in Socket #2 and placed 8GB RAM in identical configuration into CPU 2 banks and get the same error.After this troubleshooting it shows that its NOT the CPU that is causing the issue, and it doesnt seem to be RAM either. There are no pins bent or missing on the socket. I did try to reset the NVRAM but it doesnt seem like it fixed it. Is there some BIOS update that I need in order to use both CPU's? I have never seen any issue like this before... I just really hope its not the socket itself somehow.",doc_75
"Could anyone verify which SFP's work for the C6320?  Or is there somewhere to activate/configure the ports?  When I look in BIOS/iDRAC/LifeCycle I believe that I am only seeing the default LOM slot info as if nothing has been inserted.I have tried PF911/Dell Part 407-BBOS which on Dell.com has C6320 listed as compatible.  I tried  both a Dell branded module as well as third party module that said it was compatible/interchangable with 407-BBOS.I also tried a random Avago ABCU-5700RZ that I had laying around and that didn't seem to do anything either.Can't get them to work on any of 3 or 4 sleds either so that makes me think the problem is incompatible SFP's unless there is some way to enable/disable them that I can't find.Should there be some sign of life for even an unsupported SFP?  These SFP's just act totally dead.  No lights, no information or errors when I am looking at LOM information in settings/idrac etc.I am assuming they should show some life even in pre-boot, so let me know if that is a mistake.  Lifecycle Controller needs one of them to be active for connectivity to that so I would imagine that they should be visible without an OS installed on the sled. ",doc_76
"Could someone please tell me what the correct FRU is for the Intel X520-DA2 that is suited to the R720, R320 @ T620 servers.I have the following installed in a R320 and it is not recognized by the iDARC and I can not update the firmware through the life cycle controller, OMSA, bootable ISO or manually via CentOS 7.BusNumber   8DataBusWidth   16x or x16Description   Ethernet Server Adapter X520-2Device TypePCIDeviceDeviceDescription   NIC in Slot 2 Port 1DeviceNumber   0FQDD   NIC.Slot.2-1FunctionNumber   0InstanceID   NIC.Slot.2-1LastSystemInventoryTime   2021-01-11T08:46:14LastUpdateTime   2020-01-09T06:04:45Manufacturer   Intel CorporationPCIDeviceID   10FBPCISubDeviceID   7A11PCISubVendorID   8086PCIVendorID   8086SlotLength   Long LengthSlotType   PCI Express Gen 3Thanks",doc_77
"Current Setup:OpenManage Enterprise: Version 3.4.0I have created an inventory by discovering the machines through iDrac and can see all the PowerEdge machines.Dell Repositoy Mangerer: Version 3.3I have created a repository using ""Dell Console Integration"" pointing to the OME API (OME_Hostname/api/DRMInventoryService) created above.I could see the packages in the repository that I exported to a local machine and exposed it through IIS.====I created a catalog in OEM pointing to the XML file that was exported in DRM.I also created a baseline pointing to the devices in the inventory. However, when I do check compliance and view reports and on clearing all the filters I could see all the devices with blank current and baseline versions.",doc_78
"Currently we're using Dell PowerEdge T640 Server with Processor(s) Intel Xeon Silver 4210 2.2G, 10C/20Twith 2x 16GB SKhynix 16GB 2Rx8 PC4 - 2666v-re2-12(HMA82GR7JJR8N-VK TF AC) Memory on it and 1 of the memory just crush down.So i decided to purchase 1 replacement for that memory and our supplier offer me this MemoryDell 16GB 3200 MT/s MemoryKingston KTD-PE426D8/16G Memory Which 1 of this memory is suitable for my server and does this memory can work together with our 1 remaining SKhynix 16GB 2Rx8 PC4 memory?Please if anyone can help me with thisBelow are links for memory specs:SKhynix 16GB 2Rx8 PC4 - 2666v -https://memory.net/product/hma82gr7jjr8n-vk-sk-hynix-1x-16gb-ddr4-2666-rdimm-pc4-21300v-r-dual-rank-....Kingston KTD-PE426D8/16G Memory https://www.kingstonmemoryshop.co.uk/kingston-dell-ktd-pe426d8-16g-16gb-ddr4-2666mt-s-ecc-registered....Dell 16GB 3200 MT/s Memoryhttps://www.dell.com/en-us/work/shop/dell-memory-upgrade-16gb-2rx8-ddr4-rdimm-3200mhz/apd/aa783421/m....PS This discussion was created because of my wrong posts last time.",doc_79
"Dear All, Please advise solution to fix the problem (SW0700: iDRAC is not ready. The configuration values cannot be accessed.) on Dell PowerEdge R720 Server.",doc_80
"Dear All,I have recently brought a DELL T320 server with 64GB RAM, I want to add additional Memory and would like to know does this server supports 32 GB memory cards. There are two empty slots in the server now and I want to add two 32GB cards in to them.Server Model : Dell PowerEdge T320Processor : Intel(R) Xeon(R) CPU E5-2407 v2 @ 2.40GHzBoard Info : 0MK701 , Version A01, Chipset : Intel C602Current Memory : 16GB x 4 (total 64 GB)The product spec sheet says 32GB is supported.www.dell.com/.../pdIs any one knows the exact part number and make of memory which is supported. Please advise.Regards,Raj",doc_81
Dear All Can someone tell me if I can mixed registered and unregistered RAM in one motherboard in poweredge t30.I have one memory HMA81GU7AFR8N-UH (8GB) and i want to buy HMA82GR7AFR8N-UH (16GB) can i mix them ?,doc_82
"Dear Community,I'm facing some issues with one of my refurbished R720.after a Memtest86+, memories are OK but the CPU's cache speed seems stuck on half of their limits (L3 600mb/s)Impossible to boot on SLI_3.0.0_A00.iso from a usb drive, the linux init doesn't come up.iDrac web interface: login page loops itself after a valid logonVirtual console inaccessible even from OMEImpossible to update BIOS from LifeCycle Controller since rollbackSATA SSD bench test ~80mb/s read/write from SAS Backplane or TBU SATAIn addition, the overall system is slow compared to the other R720 in stock:SSH racadm commandsBIOS navigationLifeCycle Controller Operations (Network Settings, Catalog discovery, ...)Server setup with minimal requirements to identify what going on:MB: 046V88 (Version 2)RAM: 8GB (Port A1 w/ Samsung stick M393B1K70DH0-YH9)CPU: 1x Intel(R) Xeon(R) CPU E5-2640 0 @ 2.50GHziDrac: iDRAC7 Enterprise License - v2.65.65.65LifeCycle Controller: v2.65.65.65BIOS: Rollback to 1.1.2 (initially 2.9.0)Dell OS Driver Pack: 7.1.0.9Backplane: 16x2.5"" w/ Expander v1.0.3Storage Controller: H710P MiniSomeone else had the same issue or any idea on these issues before ordering another MB ?Thank you in advance.",doc_83
"Dear Community,Please help me with the following error showing in my logs after this error my Dell R730 got restarted every time.Logs:Tue Jul 21 2020 13:20:09 A fatal error was detected on a component at bus 0 device 3 function 2.Tue Jul 21 2020 13:20:09 A bus fatal error was detected on a component at slot 5.Lifecycle Log:2020-07-21T09:51:57-0500  PCI1318  A fatal error was detected on a component at bus 0 device 3 function 2.2020-07-21T09:51:55-0500  PCI1360  A bus fatal error was detected on a component at slot 5.please let me know how to get to this devices or device which is causing this issue. Regards,Armaan ",doc_84
"Dear Dell Community,I am new to the dell community. Recently I procured a new dell r720 server with two intel xeon six-core processors, 64 GB RAM, 2TBx4 SAS HDD with PERC H710P and an Nvidia Quadro K2000 GPU. Since the day it has arrived we have been able to successfully install CentOS 6.6 OS and every thing seems to be working fine. However, I would like to know as how I should proceed with the following matter:During boot when I see the dell logo and the progress bar on my screen, if I press the F2 key to enter the system options, I get a blank screen with a cursor blinking in the top left corner of my screen. The system stays in this state until I power it off by pressing the power button or restart the machine by pressing Alt+Ctrl+Del. The same thing happens when I press the F11 key for PXE boot.During boot when the system prompts to press the Ctrl-S key for network options and the Ctrl-R for RAID options, I can successfully access the network and RAID configurations.If I insert a dvd and press no keys during the boot for accessing any options, the machine reads the dvd and I am able to install my OS. Is there some setting which need to be made or is there a hardware fault. How can I diagnose this issue? I hope I have expressed issue clearly. If any further information is required please do not hesitate to ask.Best RegardsSohaib ",doc_85
